PARK,BOROUGH,SIZE.ACRES,MURDER,RAPE,ROBBERY,FELONY.ASSAULT,BURGLARY,GRAND.LARCENY,GRAND.LARCENY.OF.MV,TOTAL_CRIME,YEAR,MON_STAR,MON_END
DOME PLAYGROUND,BROOKLYN     ,1.39,0,0,0,0,0,0,0,0,2018,Jan,March
RUSSELL PEDERSEN PLAYGROUND,BROOKLYN     ,1.38,0,0,0,0,0,0,0,0,2018,Jan,March
ST. CATHERINE'S PARK,MANHATTAN    ,1.38,0,0,0,0,0,0,0,0,2018,Jan,March
HOWARD VON DOHLEN PLAYGROUND,QUEENS       ,1.38,0,0,0,0,0,0,0,0,2018,Jan,March
HAVEN AVENUE,MANHATTAN    ,1.38,0,0,0,0,0,0,0,0,2018,Jan,March
NAUTILUS PLAYGROUND BROOKLYN,BROOKLYN     ,1.38,0,0,0,0,0,0,0,0,2018,Jan,March
ARCILLA PLAYGROUND,BRONX        ,1.38,0,0,0,0,0,0,0,0,2018,Jan,March
FOUNTAIN OF YOUTH PLAYGROUND,BRONX        ,1.38,0,0,0,0,0,0,0,0,2018,Jan,March
LIEUTENANT JOHN H. MARTINSON PLAYGROUND,STATEN ISLAND,1.38,0,0,0,0,0,0,0,0,2018,Jan,March
MARTINEZ PLAYGROUND,BROOKLYN     ,1.37,0,0,0,0,0,0,0,0,2018,Jan,March
HILLSIDE PARK BROOKLYN,BROOKLYN     ,1.37,0,0,0,0,0,0,0,0,2018,Jan,March
PLAYGROUND ONE FORTY,QUEENS       ,1.37,0,0,0,0,0,0,0,0,2018,Jan,March
LT. LIA PLAYGROUND,STATEN ISLAND,1.37,0,0,0,0,0,0,0,0,2018,Jan,March
CRACK IS WACK PLAYGROUND,MANHATTAN    ,1.37,0,0,0,0,0,0,0,0,2018,Jan,March
CASTLE HILL PLAYGROUND,BRONX        ,1.37,0,0,0,0,0,0,0,0,2018,Jan,March
ADAM YAUCH PARK,BROOKLYN     ,1.36,0,0,0,0,0,0,0,0,2018,Jan,March
HOPE BALLFIELD,BROOKLYN     ,1.36,0,0,0,0,0,0,0,0,2018,Jan,March
DR. RONALD MCNAIR PARK,BROOKLYN     ,1.36,0,0,0,0,0,0,0,0,2018,Jan,March
ADMIRAL FARRAGUT PLAYGROUND,BRONX        ,1.36,0,0,0,0,0,0,0,0,2018,Jan,March
MCDONALD PLAYGROUND STATEN ISLAND,STATEN ISLAND,1.35,0,0,0,0,0,0,0,0,2018,Jan,March
UNNAMED PARK ON VANDALIA AVENUE,BROOKLYN     ,1.35,0,0,0,0,0,0,0,0,2018,Jan,March
FRESH MEADOWS PLAYGROUND,QUEENS       ,1.35,0,0,0,0,0,0,0,0,2018,Jan,March
PLAYGROUND EIGHTY LXXX,QUEENS       ,1.35,0,0,0,0,0,0,0,0,2018,Jan,March
PRINTER'S PARK,BRONX        ,1.34,0,0,0,0,0,0,0,0,2018,Jan,March
RENAISSANCE PLAYGROUND,MANHATTAN    ,1.34,0,0,0,0,0,0,0,0,2018,Jan,March
CLASSON PLAYGROUND AT CLASSON AVENUE & LAFAYETTE AVENUE,BROOKLYN     ,1.34,0,0,0,0,0,0,0,0,2018,Jan,March
REMSEN PLAYGROUND,BROOKLYN     ,1.33,0,0,0,0,0,0,0,0,2018,Jan,March
MARC AND JASON'S PLAYGROUND,BROOKLYN     ,1.33,0,0,0,0,0,0,0,0,2018,Jan,March
VETERANS PARK STATEN ISLAND,STATEN ISLAND,1.32,0,0,1,0,0,0,0,1,2018,Jan,March
LYONS SQUARE PLAYGROUND,BRONX        ,1.32,0,0,0,0,0,1,0,1,2018,Jan,March
MARION HOPKINSON PLAYGROUND,BROOKLYN     ,1.32,0,0,0,0,0,0,0,0,2018,Jan,March
AGNES HAYWOOD PLAYGROUND,BRONX        ,1.32,0,0,0,0,0,0,0,0,2018,Jan,March
AMPERE PLAYGROUND,QUEENS       ,1.32,0,0,0,0,0,0,0,0,2018,Jan,March
POTOMAC PLAYGROUND,BROOKLYN     ,1.32,0,0,0,0,0,0,0,0,2018,Jan,March
DETECTIVE JOSEPH MAYROSE PARK,BROOKLYN     ,1.31,0,0,0,0,0,0,0,0,2018,Jan,March
PAUL RAIMONDA PLAYGROUND,QUEENS       ,1.31,0,0,0,0,0,0,0,0,2018,Jan,March
PRALL PLAYGROUND,STATEN ISLAND,1.31,0,0,0,0,0,0,0,0,2018,Jan,March
HORACE HARDING PLAYGROUND,QUEENS       ,1.3,0,0,0,0,0,0,0,0,2018,Jan,March
DEAN PLAYGROUND,BROOKLYN     ,1.3,0,0,0,0,0,0,0,0,2018,Jan,March
SEVEN GABLES PLAYGROUND,QUEENS       ,1.3,0,0,0,0,0,0,0,0,2018,Jan,March
TRIBOROUGH BRIDGE PLAYGROUND B,QUEENS       ,1.3,0,0,0,0,0,0,0,0,2018,Jan,March
LITTLE FLOWER PLAYGROUND,MANHATTAN    ,1.29,0,0,0,0,0,0,0,0,2018,Jan,March
DONGAN PLAYGROUND,STATEN ISLAND,1.29,0,0,0,0,0,0,0,0,2018,Jan,March
BUSHWICK PLAYGROUND ON FLUSHING AVENUE,BROOKLYN     ,1.29,0,0,0,0,0,0,0,0,2018,Jan,March
EAST RIVER PLAYGROUND,MANHATTAN    ,1.29,0,0,0,0,0,0,0,0,2018,Jan,March
SAMUEL H. YOUNG PARK,BRONX        ,1.29,0,0,0,0,0,0,0,0,2018,Jan,March
SPACE TIME PLAYGROUND,BRONX        ,1.28,0,0,0,0,0,0,0,0,2018,Jan,March
BOWNE PLAYGROUND,QUEENS       ,1.28,0,0,0,0,0,0,0,0,2018,Jan,March
RUDD PLAYGROUND,BROOKLYN     ,1.28,0,0,0,0,0,1,0,1,2018,Jan,March
WILLOW LAKE PLAYGROUND,QUEENS       ,1.28,0,0,0,0,0,0,0,0,2018,Jan,March
MURPHY'S BROTHER'S PLAYGROUND,MANHATTAN    ,1.28,0,0,0,0,0,0,0,0,2018,Jan,March
COONEY GRAUER FIELD,BRONX        ,1.27,0,0,0,0,0,0,0,0,2018,Jan,March
WAGNER PLAYGROUND,MANHATTAN    ,1.27,0,0,0,0,0,0,0,0,2018,Jan,March
EMERALD PLAYGROUND,QUEENS       ,1.27,0,0,0,0,0,0,0,0,2018,Jan,March
CHARLIE'S PLACE,BROOKLYN     ,1.26,0,0,0,0,0,0,0,0,2018,Jan,March
PELHAM BAY LITTLE LEAGUE,BRONX        ,1.26,0,0,0,0,0,0,0,0,2018,Jan,March
GREENE PLAYGROUND,BROOKLYN     ,1.26,0,0,0,0,0,0,0,0,2018,Jan,March
TANAHEY PLAYGROUND,MANHATTAN    ,1.25,0,0,0,0,0,0,0,0,2018,Jan,March
ALBERT J. PARHAM PLAYGROUND,BROOKLYN     ,1.25,0,0,0,0,0,0,0,0,2018,Jan,March
PARKSIDE PLAYGROUND BROOKLYN,BROOKLYN     ,1.25,0,0,0,0,0,0,0,0,2018,Jan,March
CARLTON PARK AT CARLTON BOULEVARD & CROWN AVENUE,STATEN ISLAND,1.25,0,0,0,0,0,0,0,0,2018,Jan,March
PLAYGROUND NINETY,QUEENS       ,1.25,0,0,0,0,0,0,0,0,2018,Jan,March
NEPTUNE PLAYGROUND,BROOKLYN     ,1.24,0,0,0,0,0,0,0,0,2018,Jan,March
ANNUNCIATION PARK,MANHATTAN    ,1.24,0,0,0,0,0,0,0,0,2018,Jan,March
HECKSCHER PLAYGROUND,BROOKLYN     ,1.24,0,0,0,0,0,0,0,0,2018,Jan,March
QUEENSBORO OVAL,MANHATTAN    ,1.24,0,0,0,0,0,0,0,0,2018,Jan,March
GRASSMERE PLAYGROUND,QUEENS       ,1.24,0,0,0,0,0,0,0,0,2018,Jan,March
GONZALO PLASENCIA PLAYGROUND,BROOKLYN     ,1.24,0,0,0,0,0,0,0,0,2018,Jan,March
RIENZI PLAYGROUND,BRONX        ,1.23,0,0,0,0,0,0,0,0,2018,Jan,March
ROEBLING PLAYGROUND,BROOKLYN     ,1.23,0,0,0,0,0,0,0,0,2018,Jan,March
PATRICK O'ROURKE PARK,BROOKLYN     ,1.23,0,0,0,0,0,0,0,0,2018,Jan,March
FRESH MEADOWS PARK,QUEENS       ,1.23,0,0,0,0,0,0,0,0,2018,Jan,March
HOWARD BENNETT PLAYGROUND,MANHATTAN    ,1.23,0,0,0,0,0,0,0,0,2018,Jan,March
STANLEY ISAACS PLAYGROUND,MANHATTAN    ,1.23,0,0,0,0,0,0,0,0,2018,Jan,March
CHAPPETTO SQUARE,QUEENS       ,1.23,0,0,0,0,0,0,0,0,2018,Jan,March
BRIGHTON PLAYGROUND,BROOKLYN     ,1.23,0,0,0,0,0,0,0,0,2018,Jan,March
NELSON PLAYGROUND,BRONX        ,1.22,0,0,0,0,0,0,0,0,2018,Jan,March
SHEEPSHEAD BAY PIERS,BROOKLYN     ,1.22,0,0,0,0,0,0,0,0,2018,Jan,March
ELEANOR ROOSEVELT PLAYGROUND,BROOKLYN     ,1.21,0,0,0,0,0,0,0,0,2018,Jan,March
BAYVIEW PLAYGROUND,BROOKLYN     ,1.21,0,0,0,0,0,0,0,0,2018,Jan,March
BAYSIDE PLAYGROUND,QUEENS       ,1.21,0,0,0,0,0,0,0,0,2018,Jan,March
FRANCIS LEWIS PLAYGROUND,QUEENS       ,1.21,0,0,0,0,0,0,0,0,2018,Jan,March
MURRAY HILL PLAYGROUND,QUEENS       ,1.21,0,0,0,0,0,0,0,0,2018,Jan,March
MAGENTA PLAYGROUND,BRONX        ,1.21,0,0,0,0,0,0,0,0,2018,Jan,March
TIFFANY PLAYGROUND,BRONX        ,1.21,0,0,0,0,0,0,0,0,2018,Jan,March
MAURICE A FITZGERALD PLAYGROUND,QUEENS       ,1.2,0,0,0,0,0,0,0,0,2018,Jan,March
DANIEL BOONE PLAYGROUND,BRONX        ,1.2,0,0,0,0,0,0,0,0,2018,Jan,March
HILTON HOLIDAY GARDENS,QUEENS       ,1.2,0,0,0,0,0,0,0,0,2018,Jan,March
KOREAN WAR VETERANS PLAZA,BROOKLYN     ,1.2,0,0,0,0,0,0,0,0,2018,Jan,March
HATTIE CARTHAN PLAYGROUND,BROOKLYN     ,1.2,0,0,1,0,0,0,0,1,2018,Jan,March
STROUD PLAYGROUND,BROOKLYN     ,1.19,0,0,0,0,0,0,0,0,2018,Jan,March
TILDEN PLAYGROUND,BROOKLYN     ,1.19,0,0,0,0,0,0,0,0,2018,Jan,March
SOUTH OXFORD PARK,BROOKLYN     ,1.19,0,0,0,0,0,0,0,0,2018,Jan,March
UNDERWOOD PARK,BROOKLYN     ,1.19,0,0,0,0,0,0,0,0,2018,Jan,March
LAFAYETTE PLAYGROUND ON STILLWELL AVENUE,BROOKLYN     ,1.19,0,0,0,0,0,0,0,0,2018,Jan,March
GROVE HILL PLAYGROUND,BRONX        ,1.19,0,0,0,0,0,0,0,0,2018,Jan,March
LA GUARDIA PLAYGROUND,BROOKLYN     ,1.18,0,0,0,0,0,0,0,0,2018,Jan,March
UNNAMED PARK ON DRUMGOOLE ROAD & VERNON AVENUE,STATEN ISLAND,1.18,0,0,0,0,0,0,0,0,2018,Jan,March
BELMONT PLAYGROUND BROOKLYN,BROOKLYN     ,1.18,0,0,0,0,0,0,0,0,2018,Jan,March
STEUBEN PLAYGROUND,BROOKLYN     ,1.17,0,0,0,0,0,0,0,0,2018,Jan,March
THE CYCLONE,BROOKLYN     ,1.17,0,0,0,0,0,0,0,0,2018,Jan,March
WILLIAM SHERIDAN PLAYGROUND,BROOKLYN     ,1.17,0,0,0,0,0,0,0,0,2018,Jan,March
OAKLAND GARDENS,QUEENS       ,1.17,0,0,0,0,0,0,0,0,2018,Jan,March
UNIVERSITY PLACE,BROOKLYN     ,1.16,0,0,0,0,0,0,0,0,2018,Jan,March
EHRENREICH-AUSTIN PLAYGROUND,QUEENS       ,1.16,0,0,0,0,0,0,0,0,2018,Jan,March
SITTING AREA AT HOYT AVENUE,QUEENS       ,1.16,0,0,0,0,0,0,0,0,2018,Jan,March
HARDING PARK BEAUTIFICATION PROJECT,BRONX        ,1.16,0,0,0,0,0,0,0,0,2018,Jan,March
HILLSIDE PARK QUEENS,QUEENS       ,1.16,0,0,0,0,0,0,0,0,2018,Jan,March
CUYLER GORE PARK,BROOKLYN     ,1.16,0,0,0,0,0,0,0,0,2018,Jan,March
BATH PLAYGROUND,BROOKLYN     ,1.16,0,0,0,0,0,0,0,0,2018,Jan,March
POLICE OFFICER NICHOLAS DEMUTIIS PARK,QUEENS       ,1.15,0,0,0,0,0,0,0,0,2018,Jan,March
"""UNCLE"" VITO E. MARANZANO GLENDALE PLAYGROUND",QUEENS       ,1.15,0,0,0,0,0,0,0,0,2018,Jan,March
RAPPAPORT PLAYGROUND,BROOKLYN     ,1.15,0,0,0,0,0,0,0,0,2018,Jan,March
EAST SPRINGFIELD PLAYGROUND,QUEENS       ,1.15,0,0,0,0,0,0,0,0,2018,Jan,March
TOAD HALL PLAYGROUND,STATEN ISLAND,1.15,0,0,0,0,0,0,0,0,2018,Jan,March
WILLETS POINT PLAYGROUND,QUEENS       ,1.15,0,0,0,0,0,0,0,0,2018,Jan,March
SEASIDE PLAYGROUND,QUEENS       ,1.14,0,0,0,0,0,0,0,0,2018,Jan,March
CORPORAL JOHN A. SERAVALLI PLAYGROUND,MANHATTAN    ,1.14,0,0,0,0,0,0,0,0,2018,Jan,March
POPPENHUSEN PLAYGROUND,QUEENS       ,1.14,0,0,0,0,0,0,0,0,2018,Jan,March
UNNAMED PARK ON ROCKAWAY BOARDWALK & B 28TH ST,QUEENS       ,1.14,0,0,0,0,0,0,0,0,2018,Jan,March
SOBEL COURT PARK,STATEN ISLAND,1.14,0,0,0,0,0,0,0,0,2018,Jan,March
FIDLER-WYCKOFF HOUSE PARK,BROOKLYN     ,1.13,0,0,0,0,0,0,0,0,2018,Jan,March
D'EMIC PLAYGROUND,BROOKLYN     ,1.13,0,0,0,0,0,0,0,0,2018,Jan,March
WESTBOURNE PLAYGROUND,QUEENS       ,1.13,0,0,0,0,0,0,0,0,2018,Jan,March
UNNAMED PARK ON SOUNDVIEW AVENUE,BRONX        ,1.13,0,0,0,0,0,0,0,0,2018,Jan,March
PRESCOTT PLAYGROUND,STATEN ISLAND,1.12,0,0,0,0,0,0,0,0,2018,Jan,March
LOPEZ PLAYGROUND,STATEN ISLAND,1.12,0,0,0,0,0,0,0,0,2018,Jan,March
HUGH J. GRANT CIRCLE,BRONX        ,1.11,0,0,0,0,0,0,0,0,2018,Jan,March
PENA HERRERA PARK,BROOKLYN     ,1.11,0,0,0,0,0,0,0,0,2018,Jan,March
P.S. 29 BALL FIELD,BRONX        ,1.11,0,0,0,0,0,0,0,0,2018,Jan,March
MENTONE PLAYGROUND,QUEENS       ,1.1,0,0,0,0,0,0,0,0,2018,Jan,March
MIDDLETON PLAYGROUND,BROOKLYN     ,1.1,0,0,0,0,0,0,0,0,2018,Jan,March
DE HOSTOS PLAYGROUND,BROOKLYN     ,1.1,0,0,0,0,0,0,0,0,2018,Jan,March
SARATOGA BALLFIELDS,BROOKLYN     ,1.1,0,0,0,0,0,0,0,0,2018,Jan,March
ROBERT MOSES PLAYGROUND,MANHATTAN    ,1.09,0,0,0,0,0,0,0,0,2018,Jan,March
STOCKTON PLAYGROUND,BROOKLYN     ,1.09,0,0,0,0,0,0,0,0,2018,Jan,March
LOUIS ARMSTRONG PLAYGROUND,QUEENS       ,1.09,0,0,0,0,0,0,0,0,2018,Jan,March
JACOB'S LADDER PLAYGROUND,BROOKLYN     ,1.09,0,0,0,0,0,0,0,0,2018,Jan,March
UNNAMED PARK ON HAMILTON AVENUE,BROOKLYN     ,1.08,0,0,0,0,0,0,0,0,2018,Jan,March
LATIMER PLAYGROUND,QUEENS       ,1.08,0,0,0,0,0,0,0,0,2018,Jan,March
UNNAMED PARK ON MELROSE AVENUE,BRONX        ,1.08,0,0,0,0,0,0,0,0,2018,Jan,March
MARLBORO PLAYGROUND,BROOKLYN     ,1.07,0,0,0,0,0,0,0,0,2018,Jan,March
NORTH ROCHDALE PLAYGROUND,QUEENS       ,1.07,0,0,0,0,0,0,0,0,2018,Jan,March
JEROME PLAYGROUND,BROOKLYN     ,1.07,0,0,0,0,0,0,0,0,2018,Jan,March
GREAT KILLS PARK AT HILLCREST AVENUE,STATEN ISLAND,1.07,0,0,0,0,0,0,0,0,2018,Jan,March
FERMI PLAYGROUND,BROOKLYN     ,1.06,0,0,0,0,0,0,0,0,2018,Jan,March
ERICSSON PLAYGROUND,BROOKLYN     ,1.06,0,0,0,0,0,0,0,0,2018,Jan,March
MELLETT PLAYGROUND,BROOKLYN     ,1.06,0,0,0,0,0,0,0,0,2018,Jan,March
NELLIE BLY PARK,BROOKLYN     ,1.06,0,0,0,0,0,0,0,0,2018,Jan,March
TELEPHONE PLAYGROUND,QUEENS       ,1.06,0,0,0,0,0,0,0,0,2018,Jan,March
SEDGWICK PLAYGROUND,BRONX        ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
BRUCKNER PLAYGROUND,BRONX        ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
MILLBROOK PLAYGROUND,BRONX        ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
PLAYGROUND 103 CIII,MANHATTAN    ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
ROCKET PARK,QUEENS       ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
BEACH CHANNEL PLAYGROUND,QUEENS       ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
L/CPL THOMAS P. NOONAN JR. PLAYGROUND,QUEENS       ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
LOZADA PLAYGROUND,BRONX        ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
JAMES WELDON JOHNSON PLAYGROUND,MANHATTAN    ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
SPRINGFIELD PARK NORTH,QUEENS       ,1.05,0,0,0,0,0,0,0,0,2018,Jan,March
NICHOLAS NAQUAN HEYWARD JR. PARK,BROOKLYN     ,1.04,0,0,0,0,0,0,0,0,2018,Jan,March
FISH PLAYGROUND,BROOKLYN     ,1.04,0,0,0,0,0,0,0,0,2018,Jan,March
PLANEVIEW PARK,QUEENS       ,1.04,0,0,0,0,0,0,0,0,2018,Jan,March
GILBERT RAMIREZ PARK,BROOKLYN     ,1.03,0,0,0,0,0,0,0,0,2018,Jan,March
WOODTREE PLAYGROUND,QUEENS       ,1.03,0,0,0,0,0,0,0,0,2018,Jan,March
VAN ALST PLAYGROUND,QUEENS       ,1.03,0,0,0,0,0,0,0,0,2018,Jan,March
OXPORT PLAYGROUND,BROOKLYN     ,1.03,0,0,0,0,0,0,0,0,2018,Jan,March
HAMMEL PLAYGROUND,QUEENS       ,1.03,0,0,0,0,0,0,0,0,2018,Jan,March
EASTCHESTER PLAYGROUND,BRONX        ,1.03,0,0,0,0,0,0,0,0,2018,Jan,March
SUNRISE PLAYGROUND,QUEENS       ,1.03,0,0,0,0,0,0,0,0,2018,Jan,March
POWELL PLAYGROUND,BROOKLYN     ,1.02,0,0,0,0,0,0,0,0,2018,Jan,March
KALTENMEIER PLAYGROUND,STATEN ISLAND,1.02,0,0,0,0,0,0,0,0,2018,Jan,March
MATTHEWS MULINER PLAYGROUND,BRONX        ,1.02,0,0,0,0,0,0,0,0,2018,Jan,March
BOWLING GREEN,MANHATTAN    ,1.02,0,0,0,0,0,0,0,0,2018,Jan,March
ANNADALE PLAYGROUND,QUEENS       ,1.01,0,0,0,0,0,0,0,0,2018,Jan,March
CURTIS PLAYGROUND,BROOKLYN     ,1,0,0,0,0,0,0,0,0,2018,Jan,March
MELROSE PLAYGROUND,BRONX        ,1,0,0,0,0,0,0,0,0,2018,Jan,March
HOWARD PLAYGROUND,BROOKLYN     ,1,0,0,0,0,0,0,0,0,2018,Jan,March
PLIMPTON PLAYGROUND,BRONX        ,1,0,0,0,0,0,0,0,0,2018,Jan,March
BLAKE HOBBS PLAYGROUND,MANHATTAN    ,1,0,0,0,0,0,0,0,0,2018,Jan,March
PINK PLAYGROUND,BROOKLYN     ,1,0,0,0,0,0,0,0,0,2018,Jan,March
MONSIGNOR KETT PLAYGROUND,MANHATTAN    ,1,0,0,0,1,0,0,0,1,2018,Jan,March
CHESTER PLAYGROUND,BROOKLYN     ,1,0,0,0,0,0,0,0,0,2018,Jan,March
CASERTA PLAYGROUND,BRONX        ,1,0,0,0,0,0,0,0,0,2018,Jan,March
PLAYGROUND 174,BRONX        ,1,0,0,0,0,0,0,0,0,2018,Jan,March
RANDALL PLAYGROUND,BRONX        ,1,0,0,0,0,0,0,0,0,2018,Jan,March
JACKIE ROBINSON PLAYGROUND,BROOKLYN     ,1,0,0,0,0,0,0,0,0,2018,Jan,March
MARTIN LUTHER KING PLAYGROUND,MANHATTAN    ,1,0,0,0,0,0,0,0,0,2018,Jan,March
HACKETT PARK,BRONX        ,1,0,0,0,0,0,0,0,0,2018,Jan,March
RUPPERT PARK,MANHATTAN    ,1,0,0,0,0,0,0,0,0,2018,Jan,March
BELLEROSE PLAYGROUND,QUEENS       ,1,0,0,0,0,0,0,0,0,2018,Jan,March
ARVERNE PLAYGROUND,QUEENS       ,0.99,0,0,0,0,0,0,0,0,2018,Jan,March
ABRAHAM LINCOLN PLAYGROUND,MANHATTAN    ,0.99,0,0,0,0,0,0,0,0,2018,Jan,March
CAPTAIN RIVERA PLAYGROUND,BRONX        ,0.99,0,0,0,0,0,0,0,0,2018,Jan,March
NEWTOWN BARGE PLAYGROUND,BROOKLYN     ,0.98,0,0,0,0,0,0,0,0,2018,Jan,March
HOLLIS PLAYGROUND,QUEENS       ,0.98,0,0,0,0,0,0,0,0,2018,Jan,March
MAPLE PLAYGROUND,QUEENS       ,0.98,0,0,1,0,0,0,0,1,2018,Jan,March
MOTT PLAYGROUND,BRONX        ,0.98,0,0,0,0,0,0,0,0,2018,Jan,March
GOUVERNEUR PLAYGROUND,BRONX        ,0.98,0,0,0,0,0,0,0,0,2018,Jan,March
ZIMMERMAN PLAYGROUND,BRONX        ,0.97,0,0,0,0,0,0,0,0,2018,Jan,March
LANNETT PLAYGROUND,QUEENS       ,0.97,0,0,0,0,0,0,0,0,2018,Jan,March
RANAQUA PARK,BRONX        ,0.97,0,0,0,0,0,0,0,0,2018,Jan,March
TEN EYCK PLAYGROUND,BROOKLYN     ,0.97,0,0,0,0,0,0,0,0,2018,Jan,March
MAE GRANT PLAYGROUND,MANHATTAN    ,0.97,0,0,0,0,0,0,0,0,2018,Jan,March
ANDRIES PLAYGROUND,BROOKLYN     ,0.96,0,0,0,0,0,0,0,0,2018,Jan,March
CARVER PLAYGROUND,BROOKLYN     ,0.96,0,0,0,0,0,0,0,0,2018,Jan,March
PARK SLOPE PLAYGROUND,BROOKLYN     ,0.96,0,0,0,0,0,0,0,0,2018,Jan,March
CHERRY TREE PARK,MANHATTAN    ,0.95,0,0,0,0,0,0,0,0,2018,Jan,March
DAVIS PLAYGROUND,STATEN ISLAND,0.95,0,0,0,0,0,0,0,0,2018,Jan,March
MATTHEW P. SAPOLIN PLAYGROUND,MANHATTAN    ,0.95,0,0,0,0,0,0,0,0,2018,Jan,March
PETER MINUIT PLAYGROUND,MANHATTAN    ,0.94,0,0,0,0,0,0,0,0,2018,Jan,March
SOUTH ROCHDALE PLAYGROUND,QUEENS       ,0.94,0,0,0,0,0,0,0,0,2018,Jan,March
DREW PLAYGROUND,BRONX        ,0.94,0,0,0,0,0,0,0,0,2018,Jan,March
FOX PLAYGROUND BRONX,BRONX        ,0.94,0,0,0,0,0,0,0,0,2018,Jan,March
WALTER WARD PLAYGROUND,QUEENS       ,0.94,0,0,0,0,0,0,0,0,2018,Jan,March
BENSON PLAYGROUND,BROOKLYN     ,0.93,0,0,0,0,0,0,0,0,2018,Jan,March
CRISPUS ATTUCKS PLAYGROUND,BROOKLYN     ,0.93,0,0,0,0,0,0,0,0,2018,Jan,March
SURF PLAYGROUND,BROOKLYN     ,0.93,0,0,0,0,0,0,0,0,2018,Jan,March
BERGEN BEACH PLAYGROUND,BROOKLYN     ,0.93,0,0,0,0,0,0,0,0,2018,Jan,March
TIGER PLAYGROUND,BROOKLYN     ,0.93,0,0,0,0,0,0,0,0,2018,Jan,March
ATHENS SQUARE,QUEENS       ,0.93,0,0,0,0,0,0,0,0,2018,Jan,March
ROCK GARDEN PARK,BRONX        ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
P.S. 279 PLAYGROUND,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
SAW MILL PLAYGROUND,BRONX        ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
PRATT PLAYGROUND,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
HOUSTON PLAYGROUND,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
BARTLETT PLAYGROUND,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
ALBEMARLE PLAYGROUND,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
DITMARS PARK,QUEENS       ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
VIRGINIA PARK,BRONX        ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
CARTER G. WOODSON CHILDREN'S PARK,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
LIVONIA PARK,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
WHITE PLAYGROUND STATEN ISLAND,STATEN ISLAND,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
BOERUM PARK,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
NEWPORT PLAYGROUND,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
EDMONDS PLAYGROUND,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
GARDEN PLAYGROUND,BROOKLYN     ,0.92,0,0,0,0,0,0,0,0,2018,Jan,March
MARTIN LUTHER PLAYGROUND,BROOKLYN     ,0.91,0,0,0,0,0,0,0,0,2018,Jan,March
PONTIAC PLAYGROUND,BRONX        ,0.91,0,0,0,0,0,0,0,0,2018,Jan,March
AESOP PARK,STATEN ISLAND,0.91,0,0,0,0,0,0,0,0,2018,Jan,March
SLATTERY PLAYGROUND,BRONX        ,0.91,0,0,0,0,0,0,0,0,2018,Jan,March
BAY TERRACE PLAYGROUND,QUEENS       ,0.91,0,0,0,0,0,0,0,0,2018,Jan,March
WILLOUGHBY PLAYGROUND,BROOKLYN     ,0.91,0,0,0,0,0,0,0,0,2018,Jan,March
ESTELLA DIGGS PARK,BRONX        ,0.9,0,0,0,0,0,0,0,0,2018,Jan,March
WASHINGTON HALL PARK,BROOKLYN     ,0.9,0,0,0,0,0,0,0,0,2018,Jan,March
HARLEM RBI,MANHATTAN    ,0.9,0,0,0,0,0,0,0,0,2018,Jan,March
STARR PLAYGROUND,QUEENS       ,0.9,0,0,0,0,0,0,0,0,2018,Jan,March
AMERICAN PLAYGROUND,BROOKLYN     ,0.9,0,0,0,0,0,0,0,0,2018,Jan,March
HART PLAYGROUND ON BROADWAY,QUEENS       ,0.9,0,0,0,0,0,0,0,0,2018,Jan,March
ARROCHAR PLAYGROUND,STATEN ISLAND,0.89,0,0,0,0,0,0,0,0,2018,Jan,March
SOL LAIN PLGD,MANHATTAN    ,0.89,0,0,0,0,0,0,0,0,2018,Jan,March
EL SHABAZZ PLAYGROUND,BROOKLYN     ,0.89,0,0,0,0,0,0,0,0,2018,Jan,March
PINOCCHIO PLAYGROUND,QUEENS       ,0.89,0,0,0,0,0,0,0,0,2018,Jan,March
